"","First","Last","Nickname","Ht.","Wt.","Reach","Stance","W","L","D","Belt"
"1882","Melvin","Guillard","The Young Assassin","5' 9""","155 lbs.","71.0""","Orthodox",32,18,2,NA
"1892","Chris","Guillen","","6' 0""","240 lbs.","--","Orthodox",13,16,0,NA
"1902","Marcelo","Guimaraes","Magrao","6' 0""","185 lbs.","73.0""","Orthodox",9,2,1,NA
"1917","Leonardo","Guimaraes","Leleco","6' 0""","185 lbs.","--","Orthodox",11,5,0,NA
"1922","Brad","Gumm","","5' 11""","170 lbs.","--","Orthodox",10,6,1,NA
"1932","John","Gunderson","Quick Guns","5' 9""","155 lbs.","69.0""","Orthodox",35,16,2,NA
"1942","John","Gunther","The Machine","5' 9""","155 lbs.","72.0""","Orthodox",5,1,0,NA
"1952","Jorge","Gurgel","","5' 7""","155 lbs.","69.0""","Orthodox",14,10,0,NA
"1962","Fabio","Gurgel","","6' 0""","205 lbs.","--","Orthodox",3,2,0,NA
"1972","Andre","Gusmao","","6' 0""","205 lbs.","--","Orthodox",6,3,0,NA
"1982","Alexander","Gustafsson","The Mauler","6' 5""","205 lbs.","79.0""","Orthodox",18,7,0,NA
"1992","Justin","Guthrie","","6' 1""","170 lbs.","--","",18,9,0,NA
"2002","Horacio","Gutierrez","The Punisher","5' 10""","145 lbs.","--","",4,3,0,NA
"2017","Chris","Gutierrez","El Guapo","5' 9""","145 lbs.","67.0""","Orthodox",16,3,2,NA
"2022","Mike","Guymon","The Joker","6' 0""","170 lbs.","74.0""","Orthodox",15,6,1,NA
"270","Chelsea","Hackett","Hammer","5' 4""","125 lbs.","66.0""","Switch",3,1,1,NA
"327","Keith","Hackney","The Giant Killer","5' 11""","200 lbs.","--","Sideways",2,2,0,NA
"427","Steve","Hadsel","","5' 8""","170 lbs.","--","",3,0,0,NA
"527","Damir","Hadzovic","","5' 9""","155 lbs.","70.0""","Orthodox",13,6,0,NA
"627","Tim","Hague","The Trashing Machine","6' 4""","260 lbs.","76.0""","Orthodox",21,13,0,NA
"727","Yazan","Hajeh","Yazzle Dazzle","5' 9""","145 lbs.","--","Orthodox",6,1,0,NA
"826","Stoney","Hale","The Skuller","6' 0""","--","--","",5,3,0,NA
"920","Kevin","Haley","The North Woods Nightmare","6' 2""","205 lbs.","--","",6,4,0,NA
"1020","Mark","Hall","","6' 0""","190 lbs.","--","Orthodox",5,6,0,NA
"1120","Uriah","Hall","Prime Time","6' 0""","185 lbs.","79.0""","Orthodox",17,9,0,NA
"1220","Ryan","Hall","The Wizard","5' 10""","145 lbs.","70.0""","Southpaw",8,1,0,NA
"1320","Dennis","Hallman","Superman","5' 9""","155 lbs.","72.0""","Orthodox",53,20,2,NA
"1420","Piotr","Hallmann","Pletwal","5' 9""","155 lbs.","71.0""","Orthodox",18,6,0,NA
"1520","Tony","Halme","","6' 3""","300 lbs.","--","Orthodox",0,4,0,NA
"1620","Brandon","Halsey","Bull","6' 0""","185 lbs.","--","",9,3,0,NA
"1719","John","Halverson","The Hurricane","5' 9""","155 lbs.","--","Southpaw",16,8,0,NA
"1818","Seo Hee","Ham","","5' 2""","115 lbs.","62.0""","Southpaw",17,8,0,NA
"1918","Frank","Hamaker","","--","--","--","",1,0,0,NA
"2018","Kazuhiro","Hamanaka","","6' 0""","185 lbs.","--","Southpaw",5,7,1,NA
"2117","Matt","Hamill","The Hammer","6' 1""","205 lbs.","76.0""","Orthodox",12,8,0,NA
"2217","Jeremy","Hamilton","Hawk","--","185 lbs.","--","",9,2,0,NA
"2317","Anthony","Hamilton","Freight Train","6' 5""","260 lbs.","76.0""","Orthodox",15,9,0,NA
"2417","CJ","Hamilton","The Autobot","5' 7""","125 lbs.","68.0""","Switch",11,4,0,NA
"2516","Jared","Hamman","The Messenger","6' 3""","185 lbs.","75.0""","Orthodox",14,6,0,NA
"2611","James","Hammortree","The Sledge","6' 3""","185 lbs.","--","Orthodox",6,3,0,NA
"277","Dean","Hancock","The Hammer","--","155 lbs.","--","",2,1,0,NA
"287","Joachim","Hansen","Hellboy","5' 7""","150 lbs.","--","Southpaw",23,14,1,NA
"297","Kay","Hansen","","5' 2""","115 lbs.","63.0""","Orthodox",7,4,0,NA
"307","Nasrat","Haqparast","","5' 10""","155 lbs.","72.0""","Southpaw",12,3,0,NA
"3111","Janay","Harding","Hollowpoint","--","135 lbs.","--","",2,3,0,NA
"328","Antoni","Hardonk","","6' 4""","245 lbs.","78.0""","Orthodox",8,6,0,NA
"337","Dan","Hardy","The Outlaw","6' 0""","170 lbs.","74.0""","Orthodox",25,10,0,NA
"347","Greg","Hardy","Prince of War","6' 5""","265 lbs.","80.0""","Orthodox",7,3,0,NA
"357","Baru","Harn","Seiryu","--","265 lbs.","--","",1,2,0,NA
"367","Scott","Harper","","6' 0""","185 lbs.","--","Orthodox",12,7,0,NA
"377","Gerry","Harris","","6' 8""","270 lbs.","--","Orthodox",1,4,0,NA
"387","Gerald","Harris","","5' 11""","185 lbs.","77.0""","Southpaw",23,5,0,NA
"397","Phil","Harris","Billy","5' 4""","125 lbs.","65.0""","Orthodox",22,12,0,NA
"407","Walt","Harris","The Big Ticket","6' 5""","250 lbs.","77.0""","Southpaw",13,9,0,NA
"4111","Dhafir","Harris","Dada 5000","--","257 lbs.","--","",2,0,0,NA
"428","Trevor","Harris","","5' 6""","145 lbs.","--","",2,2,0,NA
"437","Carlston","Harris","Mocambique","6' 0""","170 lbs.","--","",15,4,0,NA
"447","Collin","Hart","","6' 1""","185 lbs.","--","Orthodox",6,3,1,NA
"457","Dale","Hartt","","5' 10""","155 lbs.","69.0""","Orthodox",6,3,0,NA
"467","Luke","Hartwig","","--","--","--","",0,1,0,NA
"477","Clay","Harvison","Bushwacker","6' 1""","170 lbs.","74.0""","Orthodox",13,6,0,NA
"487","Hidehiko","Hasegawa","","5' 9""","170 lbs.","--","",19,20,6,NA
"497","Chris","Haseman","The Hammer","5' 11""","205 lbs.","--","Orthodox",20,17,0,NA
"507","Takayo","Hashi","","5' 4""","135 lbs.","--","Orthodox",15,6,1,NA
"5111","Tomohiko","Hashimoto","","6' 0""","250 lbs.","--","Orthodox",1,4,0,NA
"528","Justin","Haskins","","5' 10""","170 lbs.","--","Orthodox",7,6,0,NA
"537","Hayder","Hassan","Hulk","5' 10""","170 lbs.","--","",6,3,0,NA
"547","Daiki","Hata","DJ Taiki","5' 6""","139 lbs.","--","Orthodox",17,11,7,NA
"557","John","Hathaway","The Hitman","6' 1""","170 lbs.","75.0""","Orthodox",17,2,0,NA
"567","Phil","Hawes","Megatron","6' 0""","185 lbs.","77.0""","Orthodox",10,2,0,NA
"577","Justin","Hawes","The Hawk","5' 11""","205 lbs.","--","",6,9,0,NA
"587","Chris","Hawk","","6' 1""","205 lbs.","--","",5,10,0,NA
"597","Del","Hawkins","The Filipino Delight","5' 5""","135 lbs.","--","Orthodox",22,17,0,NA
"607","Tommy","Hayden","Wild Card","5' 9""","145 lbs.","--","Southpaw",11,3,0,NA
"6111","Mike","Hayes","","6' 4""","230 lbs.","--","Orthodox",20,12,2,NA
"628","Ryan","Hayes","","--","--","--","",7,6,0,NA
"637","Gerric","Hayes","","5' 10""","--","--","",8,11,0,NA
"647","Josh","Haynes","Bring the Pain","5' 9""","170 lbs.","--","Orthodox",14,11,0,NA
"657","Dustin","Hazelett","McLovin","6' 1""","170 lbs.","76.0""","Orthodox",12,7,0,NA
"667","James","Head","","6' 1""","170 lbs.","73.0""","Orthodox",9,4,0,NA
"677","Pat","Healy","Bam Bam","6' 0""","155 lbs.","72.0""","Orthodox",34,23,0,NA
"687","Ryan","Healy","The Irish Assassin","6' 1""","155 lbs.","--","Orthodox",25,14,1,NA
"697","Spencer","Hearns","","5' 11""","185 lbs.","--","",1,0,0,NA
"707","David","Heath","","5' 11""","205 lbs.","72.0""","Orthodox",18,7,0,NA
"7111","Chris","Heatherly","Stump","5' 9""","155 lbs.","--","Orthodox",9,4,0,NA
"728","Jake","Hecht","Hitman","6' 0""","170 lbs.","73.0""","Orthodox",11,4,0,NA
"737","Nick","Hein","Sergeant","5' 6""","155 lbs.","66.0""","Southpaw",14,5,0,NA
"747","Ian","Heinisch","The Hurricane","5' 11""","185 lbs.","72.0""","Orthodox",14,4,0,NA
"757","Marcin","Held","","5' 9""","155 lbs.","71.0""","Orthodox",23,7,0,NA
"767","Delson","Heleno","Pe De Chumbo","5' 11""","185 lbs.","--","Orthodox",29,10,0,NA
"777","Matt","Helm","","--","155 lbs.","--","",1,1,0,NA
"787","Elisha","Helsper","Knuckles","5' 6""","135 lbs.","--","Orthodox",0,4,0,NA
"797","Dan","Henderson","Hendo","5' 11""","185 lbs.","74.0""","Orthodox",32,15,0,NA
"807","Benson","Henderson","Smooth","5' 9""","170 lbs.","70.0""","Southpaw",24,7,0,NA
"8111","Ron","Henderson","","5' 10""","125 lbs.","--","",4,3,0,NA
"827","Josh","Hendricks","","6' 2""","235 lbs.","--","Southpaw",19,11,0,NA
"836","Johny","Hendricks","Bigg Rigg","5' 9""","185 lbs.","69.0""","Southpaw",18,8,0,NA
"846","Cory","Hendricks","","6' 3""","205 lbs.","--","",3,1,0,NA
"856","Luis","Henrique","KLB","6' 2""","243 lbs.","74.0""","Orthodox",10,5,0,NA
"866","Diego","Henrique da Silva","Gaucho","6' 2""","185 lbs.","--","Orthodox",8,4,0,NA
"876","Danny","Henry","The Hatchet","6' 0""","145 lbs.","73.0""","Orthodox",12,4,0,NA
"886","TJ","Hepburn","The Carnivore","5' 7""","155 lbs.","--","",4,2,0,NA
"896","Jai","Herbert","Black Country Banger","6' 1""","155 lbs.","77.0""","Orthodox",10,2,0,NA
"906","Ed","Herman","Short Fuse","6' 1""","205 lbs.","77.0""","Orthodox",27,14,0,NA
"9111","Dave","Herman","","6' 4""","242 lbs.","77.0""","Orthodox",22,6,0,NA
"926","Jack","Hermansson","The Joker","6' 1""","185 lbs.","77.0""","Orthodox",21,6,0,NA
"936","Noe","Hernandez","","--","--","--","Orthodox",5,5,0,NA
"946","Joe","Hernandez","","--","--","--","",0,1,0,NA
"956","Ramiro","Hernandez","Junior","5' 9""","135 lbs.","--","Orthodox",19,9,0,NA
"966","Alexander","Hernandez","The Great","5' 9""","155 lbs.","72.0""","Orthodox",12,4,0,NA
"976","Anthony","Hernandez","Fluffy","6' 0""","185 lbs.","75.0""","Orthodox",8,2,0,NA
"986","Nohelin","Hernandez","Suave","5' 10""","135 lbs.","71.0""","Orthodox",9,4,0,NA
"996","Paul","Herrera","The Bone Crusher","5' 10""","185 lbs.","--","Orthodox",1,1,0,NA
"1006","Chris","Herrera","The Crusher","5' 10""","185 lbs.","--","",3,2,1,NA
"10111","Geane","Herrera","La Pulga","5' 5""","125 lbs.","66.0""","Orthodox",9,3,0,NA
"1026","Alvaro","Herrera Mendoza","Chango","6' 0""","155 lbs.","74.0""","Orthodox",9,6,0,NA
"1036","Felice","Herrig","Lil Bulldog","5' 4""","115 lbs.","65.0""","Orthodox",14,9,0,NA
"1046","Heath","Herring","The Texas Crazy Horse","6' 4""","250 lbs.","78.0""","Orthodox",28,16,0,NA
"1056","Jon","Hess","","6' 7""","295 lbs.","--","",1,1,0,NA
"1066","Clint","Hester","Headbussa","6' 2""","205 lbs.","77.0""","Orthodox",11,6,0,NA
"1076","Brandon","Hester","The Beast","6' 1""","205 lbs.","--","",3,0,0,NA
"1086","Jimy","Hettes","The Kid","5' 9""","145 lbs.","71.0""","Southpaw",11,3,0,NA
"1096","Conor","Heun","Hurricane","5' 10""","155 lbs.","--","Orthodox",9,5,0,NA
"1106","Marcus","Hicks","The Wrecking Ball","5' 6""","155 lbs.","64.0""","Southpaw",10,4,0,NA
"11111","Jay","Hieron","The Thoroughbred","6' 0""","170 lbs.","75.0""","Orthodox",23,7,0,NA
"1126","Lee","Higgins","","--","155 lbs.","--","",2,1,0,NA
"1136","Jason","High","The Kansas City Bandit","5' 8""","155 lbs.","73.0""","Southpaw",21,6,0,NA
"1146","Richie","Hightower","The Dirty Samurai","5' 8""","170 lbs.","--","Orthodox",8,4,0,NA
"1156","Alex","Higley","","5' 10""","145 lbs.","--","",4,3,0,NA
"1166","Corey","Hill","","6' 4""","155 lbs.","80.0""","Orthodox",6,9,0,NA
"1175","Isaiah","Hill","","5' 10""","155 lbs.","--","",5,7,1,NA
"1185","Angela","Hill","Overkill","5' 3""","115 lbs.","64.0""","Orthodox",12,9,0,NA
"1195","Tyler","Hill","","6' 3""","170 lbs.","--","Switch",8,2,0,NA
"1205","Jamahal","Hill","Sweet Dreams","6' 4""","205 lbs.","79.0""","Southpaw",7,0,0,NA
"12110","Kailan","Hill","","6' 1""","185 lbs.","77.0""","Southpaw",4,1,0,NA
"1225","Branden Lee","Hinkle","The Iron Lion","6' 3""","235 lbs.","--","Orthodox",17,11,0,NA
"1235","Hatsu","Hioki","","5' 11""","145 lbs.","73.0""","Orthodox",29,10,2,NA
"1245","Alan","Hiro","Yamaniha","5' 5""","135 lbs.","--","Orthodox",14,5,4,NA
"1255","Kuniyoshi","Hironaka","","5' 10""","168 lbs.","70.0""","Orthodox",23,9,0,NA
"1265","Mizuto","Hirota","Pugnus","5' 7""","155 lbs.","67.0""","Orthodox",18,10,2,NA
"1275","Yuji","Hisamatsu","","5' 10""","185 lbs.","--","",16,22,6,NA
"1285","Kwan","Ho Kwak","","5' 5""","135 lbs.","--","Switch",9,2,0,NA
"1295","Matt","Hobar","The Crowbar","5' 10""","135 lbs.","70.0""","Southpaw",9,3,0,NA
"1305","Bobby","Hoffman","The Truth","6' 2""","245 lbs.","--","Orthodox",36,10,1,NA
"13110","Sam","Hoger","The Alaskan Assassin","6' 2""","205 lbs.","--","Orthodox",10,4,0,NA
"1325","Andrew","Holbrook","","5' 11""","155 lbs.","70.0""","Southpaw",12,3,0,NA
"1335","Sean","Holden","","5' 10""","170 lbs.","--","",5,2,0,NA
"1345","Chris","Holdsworth","","5' 11""","135 lbs.","--","",6,0,0,NA
"1355","Kevin","Holland","Trailblazer","6' 3""","185 lbs.","81.0""","Orthodox",21,5,0,NA
"1365","Roger","Hollett","The Hulk","5' 11""","205 lbs.","--","Orthodox",13,5,0,NA
"1375","Max","Holloway","Blessed","5' 11""","145 lbs.","69.0""","Orthodox",22,6,0,NA
"1385","Gabrielle","Holloway","Gabanator","5' 3""","145 lbs.","--","",6,5,0,NA
"1395","Jeremie","Holloway","Hit Em","6' 0""","170 lbs.","--","",8,3,0,NA
"1405","Holly","Holm","The Preacher's Daughter","5' 8""","135 lbs.","69.0""","Southpaw",14,5,0,NA
"14110","Rex","Holman","Big Dog","6' 3""","205 lbs.","--","Southpaw",4,2,0,NA
"1425","Kurt","Holobaugh","","5' 11""","155 lbs.","70.0""","Orthodox",17,7,0,NA
"1435","Paddy","Holohan","The Hooligan","5' 10""","125 lbs.","69.0""","Orthodox",12,2,1,NA
"1445","Ben","Holscher","The Teacher","5' 11""","155 lbs.","--","",4,0,0,NA
"1455","Mark","Holst","Boots","6' 0""","155 lbs.","--","Orthodox",12,6,0,NA
"1465","Scott","Holtzman","Hot Sauce","5' 9""","155 lbs.","69.0""","Orthodox",14,4,0,NA
"1475","Sabah","Homasi","","6' 0""","170 lbs.","72.0""","Orthodox",11,8,0,NA
"1485","Mark","Hominick","The Machine","5' 8""","145 lbs.","68.0""","Orthodox",20,12,0,NA
"1495","Barb","Honchak","Little Warrior","5' 4""","125 lbs.","65.0""","Orthodox",10,4,0,NA
"1505","Chris","Honeycutt","The Cutt","5' 10""","170 lbs.","73.0""","",9,1,0,NA
"15110","Satoshi","Honma","","6' 1""","205 lbs.","--","Orthodox",4,6,3,NA
"1525","David","Hood","","6' 0""","200 lbs.","--","",1,3,0,NA
"1535","Lorenzo","Hood","The Samoan Silverback","6' 3""","265 lbs.","--","",9,4,0,NA
"1545","Dan","Hooker","The Hangman","6' 0""","155 lbs.","75.0""","Switch",20,10,0,NA
"1555","Chase","Hooper","The Dream","6' 1""","145 lbs.","74.0""","Southpaw",10,1,1,NA
"1565","Darrell","Horcher","The Saint","5' 10""","155 lbs.","70.0""","Southpaw",13,4,0,NA
"1575","Moti","Horenstein","","6' 4""","230 lbs.","--","Orthodox",1,6,0,NA
"1585","Yoshinori","Horie","","5' 8""","145 lbs.","70.0""","Orthodox",8,2,0,NA
"1595","Kyoji","Horiguchi","","5' 5""","125 lbs.","66.0""","Orthodox",19,2,0,NA
"1605","Jeremy","Horn","Gumby","6' 1""","185 lbs.","74.0""","Orthodox",91,22,5,NA
"16110","Matt","Horning","Horndog","5' 4""","125 lbs.","--","",20,25,0,NA
"1625","Chris","Horodecki","The Polish Hammer","5' 9""","155 lbs.","69.0""","Orthodox",21,7,1,NA
"1635","Jamey-Lyn","Horth","","5' 7""","125 lbs.","--","",4,0,0,NA
"1645","Matt","Horwich","Suave","6' 1""","185 lbs.","--","Orthodox",30,25,1,NA
"1655","John","Hosman","","5' 10""","135 lbs.","--","Southpaw",18,8,1,NA
"1665","Saeed","Hosseini","","--","--","--","",0,1,0,NA
"1675","Jeff","Hougland","Hellbound","5' 7""","135 lbs.","68.0""","Orthodox",10,6,0,NA
"1685","Trey","Houston","","5' 11""","185 lbs.","--","",11,4,0,NA
"1694","Jamie","Houston","","--","185 lbs.","--","",3,0,0,NA
"1704","Brian","Houston","B-Hue","6' 2""","185 lbs.","--","Orthodox",4,6,0,NA
"17110","Harold","Howard","","6' 2""","240 lbs.","--","Orthodox",1,3,0,NA
"1724","John","Howard","Doomsday","5' 7""","170 lbs.","72.0""","Orthodox",24,13,0,NA
"1734","Shane","Howell","","5' 8""","125 lbs.","--","Orthodox",13,10,0,NA
"1744","Carlos","Huachin","Perro Malo","5' 4""","135 lbs.","67.0""","Southpaw",10,5,1,NA
"1754","Brady","Huang","The Kung Fu Warrior","5' 9""","135 lbs.","69.0""","Orthodox",11,2,0,NA
"1764","Austin","Hubbard","Thud","5' 10""","155 lbs.","71.0""","Orthodox",12,5,0,NA
"1773","Collin","Huckbody","All In","6' 3""","185 lbs.","76.0""","Orthodox",8,2,0,NA
"1783","Alex","Huddleston","The Shaved Gorilla","6' 7""","254 lbs.","--","",6,2,0,NA
"1793","Roger","Huerta","El Matador","5' 9""","155 lbs.","70.0""","Orthodox",23,9,1,NA
"1803","Casey","Huffman","Hellbent","6' 3""","185 lbs.","--","",3,1,0,NA
"1819","Matt","Hughes","","5' 9""","170 lbs.","73.0""","Switch",45,9,0,NA
"1823","Mark","Hughes","","5' 9""","205 lbs.","--","Southpaw",6,2,0,NA
"1833","Jeff","Hughes","Lights Out","6' 2""","250 lbs.","77.0""","Orthodox",10,4,0,NA
"1843","Sam","Hughes","Sampage","5' 5""","115 lbs.","64.0""","Orthodox",5,2,0,NA
"1853","David","Hulett","Hollywood","5' 10""","170 lbs.","--","",22,10,0,NA
"1863","Bryan","Humes","","--","265 lbs.","--","",6,2,0,NA
"1873","Abongo","Humphrey","","5' 11""","205 lbs.","--","Orthodox",7,3,0,NA
"1883","Harry","Hunsucker","The Hurricane","6' 2""","241 lbs.","75.0""","Orthodox",6,3,0,NA
"1893","Mark","Hunt","Super Samoan","5' 10""","265 lbs.","72.0""","Orthodox",13,14,1,NA
"1903","Alex","Hunter","","5' 9""","226 lbs.","--","Orthodox",2,0,0,NA
"1919","Adam","Hunter","Warhammer","6' 1""","185 lbs.","--","Orthodox",7,1,0,NA
"1923","Joe","Hurley","","5' 8""","155 lbs.","--","",12,5,0,NA
"1933","Solomon","Hutcherson","King","5' 11""","185 lbs.","--","Southpaw",11,7,0,NA
"278","Al","Iaquinta","Raging","5' 10""","155 lbs.","70.0""","Orthodox",14,6,1,NA
"329","Khadis","Ibragimov","","6' 3""","205 lbs.","78.0""","Orthodox",8,4,0,NA
"429","Minoki","Ichihara","","5' 7""","178 lbs.","--","Orthodox",0,1,0,NA
"529","Dan","Ige","50K","5' 7""","145 lbs.","71.0""","Orthodox",14,3,0,NA
"629","Valeri","Ignatov","","5' 9""","170 lbs.","--","Orthodox",1,2,0,NA
"729","Sergey","Ignatov","","5' 9""","210 lbs.","--","Orthodox",0,1,0,NA
"828","Fabiano","Iha","","5' 8""","155 lbs.","--","Orthodox",9,5,0,NA
"927","Seichi","Ikemoto","","5' 11""","168 lbs.","--","Orthodox",21,19,5,NA
"1027","Mikhail","Iloukhine","","5' 9""","205 lbs.","--","Orthodox",30,11,1,NA
"1127","Zelim","Imadaev","","6' 0""","170 lbs.","76.0""","Orthodox",8,3,0,NA
"1226","Yusuke","Imamura","","5' 8""","220 lbs.","--","Orthodox",2,6,0,NA
"1326","Masakazu","Imanari","","5' 4""","139 lbs.","--","Southpaw",36,16,2,NA
"1426","Nassourdine","Imavov","","6' 3""","185 lbs.","75.0""","Orthodox",9,3,0,NA
"1526","Brad","Imes","Hillbilly Heartthrob","6' 7""","265 lbs.","--","Orthodox",13,7,0,NA
"1626","Chris","Indich","","5' 10""","170 lbs.","--","",6,4,0,NA
"1720","Chris","Inman","","--","--","--","",1,0,0,NA
"1820","Guto","Inocente","","6' 3""","205 lbs.","--","Orthodox",7,4,0,NA
"1920","Enson","Inoue","Yamato Damashii","5' 10""","210 lbs.","--","Orthodox",12,8,0,NA
"2019","Egan","Inoue","","5' 9""","190 lbs.","--","Southpaw",13,8,0,NA
"2118","Katsuya","Inoue","","5' 9""","168 lbs.","--","Southpaw",19,9,4,NA
"2218","Takeshi","Inoue","Lion","5' 8""","145 lbs.","--","",23,10,0,NA
"2318","Naoki","Inoue","","5' 9""","125 lbs.","71.0""","Orthodox",11,1,0,NA
"2418","Inoue","Mizuki","","5' 3""","125 lbs.","65.0""","Orthodox",14,6,0,NA
"2517","Jorge","Interiano","","6' 1""","205 lbs.","--","",4,3,0,NA
"2612","Jason","Ireland","The Irish Tornado","5' 9""","161 lbs.","--","Southpaw",19,9,1,NA
"279","James","Irvin","The Sandman","6' 2""","205 lbs.","75.0""","Orthodox",17,10,0,NA
"288","Eric","Irvin","","5' 8""","155 lbs.","--","",11,4,0,NA
"298","Mitsuhiro","Ishida","The Endless Warrior","5' 6""","154 lbs.","--","Southpaw",20,8,1,NA
"308","Teruto","Ishihara","Yashabo","5' 7""","135 lbs.","69.0""","Southpaw",10,7,2,NA
"3112","Satoshi","Ishii","","5' 11""","240 lbs.","--","Orthodox",15,8,1,NA
"3210","Yuki","Ishikawa","","5' 11""","205 lbs.","--","Orthodox",0,2,0,NA
"338","Eiji","Ishikawa","","5' 10""","170 lbs.","--","",29,24,3,NA
"348","Tokimitsu","Ishizawa","Kendo Ka Shin","6' 0""","185 lbs.","--","Orthodox",1,5,1,NA
"358","Damir","Ismagulov","","5' 9""","155 lbs.","70.0""","Orthodox",19,2,0,NA
"368","Wallid","Ismail","","5' 7""","205 lbs.","--","Orthodox",9,3,0,NA
"378","Leandro","Issa","Brodinho","5' 7""","135 lbs.","69.0""","Orthodox",13,6,0,NA
"388","Blagoy","Ivanov","Baga","5' 11""","250 lbs.","73.0""","Southpaw",18,4,0,NA
"398","Anthony","Ivy","Aquaman","6' 2""","185 lbs.","74.0""","Orthodox",8,4,0,NA
"408","Tomomi","Iwama","","5' 3""","155 lbs.","--","Orthodox",9,6,2,NA
"4112","Tatsuya","Iwasaki","","5' 9""","205 lbs.","--","Orthodox",0,1,0,NA
"4210","Yoislandy","Izquierdo","Cuba","5' 11""","155 lbs.","--","Southpaw",10,4,0,NA
"438","Hiroshi","Izumi","","--","205 lbs.","--","Orthodox",4,2,0,NA
"280","Yves","Jabouin","Tiger","5' 7""","135 lbs.","68.0""","Orthodox",20,11,0,NA
"330","Kevin","Jackson","","5' 10""","199 lbs.","--","Switch",4,2,0,NA
"430","Eugene","Jackson","The Wolf","5' 8""","185 lbs.","--","Orthodox",15,9,1,NA
"530","Quinton","Jackson","Rampage","6' 1""","205 lbs.","73.0""","Orthodox",37,12,0,NA
"630","Jeremy","Jackson","Scorpion","5' 10""","170 lbs.","--","Orthodox",9,5,0,NA
"730","Damon","Jackson","The Leech","5' 11""","145 lbs.","71.0""","Switch",18,4,1,NA
"829","Kenyon","Jackson","","6' 0""","185 lbs.","--","",4,3,0,NA
"928","Mike","Jackson","The Truth","6' 2""","170 lbs.","--","Orthodox",0,1,0,NA
"1028","Jason","Jackson","Jah-Son","6' 1""","170 lbs.","78.0""","Orthodox",7,2,0,NA
"1128","Montel","Jackson","Quik","5' 10""","135 lbs.","75.0""","Southpaw",9,2,0,NA
"1227","Eric","Jacob","","--","155 lbs.","--","",1,9,0,NA
"1327","Dustin","Jacoby","The Hanyak","6' 3""","205 lbs.","76.0""","Orthodox",14,5,0,NA
"1427","Justin","James","","5' 10""","155 lbs.","--","Orthodox",13,7,0,NA
"1527","Nate","James","","6' 0""","185 lbs.","--","",14,8,1,NA
"1627","Virna","Jandiroba","Carcara","5' 3""","115 lbs.","64.0""","Orthodox",16,2,0,NA
"1725","Ryan","Janes","","6' 3""","185 lbs.","76.0""","Orthodox",10,3,0,NA
"1824","Josh","Janousek","","5' 11""","185 lbs.","--","Orthodox",8,1,0,NA
"1924","Dave","Jansen","","5' 9""","155 lbs.","73.0""","Orthodox",20,4,0,NA
"2020","Jaime","Jara","El Cucui","6' 1""","205 lbs.","--","Southpaw",38,18,0,NA
"2119","Gigo","Jara","The Little Animal","5' 9""","145 lbs.","--","",6,9,0,NA
"2219","Keith","Jardine","The Dean of Mean","6' 2""","185 lbs.","76.0""","Orthodox",17,11,2,NA
"2319","Brock","Jardine","The Machine","5' 11""","170 lbs.","--","Orthodox",12,6,0,NA
